가게이름,카테고리,전체평점,평점건수,리뷰수,영업상태,영업시간,주소,지번,,연락처,홈페이지,리뷰작성자,작성자리뷰작성수,작성자평균평점,팔로워,리뷰평점,리뷰작성일,리뷰내용,리뷰이미지,
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
뽀또홀릭",1,5,0,5,2023.09.27.,인하대 갈때마다 먹는 집! 맛있어용! ,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
ㄱㅎㄱ",1123,5,19,5,2023.06.10.,,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
gen",1,5,0,5,2023.05.30.,,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
kyan",54,4.9,4,4,2023.05.06.,,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
이나가",410,3.4,13,3,2022.11.17.,,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
부뚜막",4,2.3,0,3,2022.04.20.,당면 양은 늘어나고 닭 양은 점점점 더더더 줄어드는거 같네요.  ,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
3점평범4점맛있5점최고",518,3.8,199,4,2022.02.24.,"맛있어요

치사찜, 내찜닭, 촌닭, 고찜 중 유독 동기들이 선호하던 찜닭집 ",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3cc8c9217a459ca9de54c72ac1114c76a0cde811%3Foriginal,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
버터우유",63,2.7,1,3,2021.07.08.,"오랜 시간 대학로에서 자리를 지키고 있는 곳.
맛은 좋은데 양이 좀 적은 느낌임 ",,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
.",3,5,0,5,2021.05.18.,양념도 맛있고 양도 푸짐하니 좋았어요~ ,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
ㅡ",1,1,0,1,2021.03.11.,내가 먹은 게 찜닭인가... 당면조림인가... 가끔있는 닭도 퍽퍽.. 안 치운 곳 앉았다가 다른 곳 앉으라고 알바생이 무안줌... ㅋㅋ  ,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안","
까칠",101,3.8,0,5,2020.10.07.,,,https://place.map.kakao.com/16308640#review
고수찜닭 본점,닭요리,3.7,"31
개","79
개",영업 전,"영업 전11:00 오픈- 마지막 주문은 종료 50분전까지(배달,포장은 20분전)월(11/3)11:00 ~ 22:0021:10 라스트오더화(11/4)11:00 ~ 22:0021:10 라스트오더수(11/5)11:00 ~ 22:0021:10 라스트오더목(11/6)11:00 ~ 22:0021:10 라스트오더금(11/7)11:00 ~ 22:0021:10 라스트오더토(11/8)11:00 ~ 21:4020:50 라스트오더일(11/9)11:00 ~ 21:4020:50 라스트오더수정제안",인천 미추홀구 경인남길30번길 34 1층 (우)22207,용현동 193-8,,328679982,"웹사이트를 알려주세요
수정제안",,,,,,,,,https://place.map.kakao.com/16308640#review
압구정수산시장 인하대점,일본식주점,5,"3
개","71
개",영업 전,영업 전16:00 오픈월(11/3)16:00 ~ 03:00화(11/4)16:00 ~ 03:00수(11/5)16:00 ~ 03:00목(11/6)16:00 ~ 03:00금(11/7)16:00 ~ 03:00토(11/8)16:00 ~ 03:00일(11/9)16:00 ~ 03:00수정제안,인천 미추홀구 경인남길30번길 46 1층 (우)22207,용현동 191-88,,,"웹사이트를 알려주세요
수정제안","
유승식",2,5,0,5,2025.05.27.,굿 ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fffeed0c59761150abe60bd1062fe09f01e9f6139%3Foriginal,https://place.map.kakao.com/1043720102#review
압구정수산시장 인하대점,일본식주점,5,"3
개","71
개",영업 전,영업 전16:00 오픈월(11/3)16:00 ~ 03:00화(11/4)16:00 ~ 03:00수(11/5)16:00 ~ 03:00목(11/6)16:00 ~ 03:00금(11/7)16:00 ~ 03:00토(11/8)16:00 ~ 03:00일(11/9)16:00 ~ 03:00수정제안,인천 미추홀구 경인남길30번길 46 1층 (우)22207,용현동 191-88,,,"웹사이트를 알려주세요
수정제안","
가현",6,4.5,5,5,2024.04.15.,미쳐버린 안주 퀄리티와 일본 감성 뿜뿜하는 분위기가 너무 좋은곳. 서비스도 챙겨주셔서 친구랑 기분좋게 있다갑니다. 이자카야가 안주가 맛있기 어려운데 사장님 손맛이 엄청 좋으신듯.. (프사 건지러 또 갈 예정) ,https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb895209ae0aaa5920594e52c32e48700c022249e%3Foriginal,https://place.map.kakao.com/1043720102#review
압구정수산시장 인하대점,일본식주점,5,"3
개","71
개",영업 전,영업 전16:00 오픈월(11/3)16:00 ~ 03:00화(11/4)16:00 ~ 03:00수(11/5)16:00 ~ 03:00목(11/6)16:00 ~ 03:00금(11/7)16:00 ~ 03:00토(11/8)16:00 ~ 03:00일(11/9)16:00 ~ 03:00수정제안,인천 미추홀구 경인남길30번길 46 1층 (우)22207,용현동 191-88,,,"웹사이트를 알려주세요
수정제안","
ㄱ.병국",1,5,0,5,2024.03.09.,,,https://place.map.kakao.com/1043720102#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
여명",457,4.1,66,5,2025.10.04.,"22년 5월 갈비탕 진정한 맛집

한그릇에 ... 더보기",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F885896be9c3f9bdd9bdebba18ba1dd16706dbd61%3Foriginal,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
박승훈",4,4,0,5,2025.09.07.,친절하게 잘함 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
차차나",6,2.3,0,1,2025.07.27.,여자알바가 싸가지가 졸라게 없네요 일하기 싫은 표정 말투에 사람이 들어왔는데 본체도 안하고 물도 안갖다주고 주문도 안받고 그릇도 툭툭 놓고 한숨 푹... 더보기,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
욜",29,2.5,1,5,2025.06.27.,"가성비 최고의 고기집
식사메뉴 육비, 갈비탕 괜찮고
고기메뉴 한우 가격 저렴하... 더보기",https://img1.kakaocdn.net/cthumb/local/C280x280.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F149714b0eb28394ed60634fff5c474565173a1a0%3Foriginal,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
류재형",181,3.2,7,4,2025.05.28.,그 누가 인하대 최고의 육회비빔밥을 찾거든 눈 들어 우리소참한우를 보게 하라 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
BlueHat",110,4.8,6,5,2025.02.02.,,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
닥터장",292,2.5,26,4,2024.06.06.,후문 고깃집 탑3 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
억두",12,3.8,6,5,2024.05.15.,육비가 ○○○○임 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
JS",9,4.1,0,5,2023.11.30.,최고!!!!!!!!!!!!!! ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
옥정이",66,4.4,3,5,2023.11.12.,육회비빔밥은 꼭 먹어야함 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
선네트워크",1,1,0,1,2023.11.07.,비추 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
.",10,3.1,1,5,2023.10.12.,사랑해요 사장님 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
위라",7,5,0,5,2023.10.01.,육회비빔밥 존맛 혼밥은 언제가든 어렵다 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
이성재",3,4.7,0,5,2023.09.08.,우리소참한우가 젤 좋음 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
햄종",3,5,0,5,2023.09.05.,,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
SH이사랑",36,4.2,6,5,2023.08.27.,맛있고 친절한 집 (사장님과 직원 모두)! ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
.",5,4.2,0,5,2023.07.29.,,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
퉁그리",391,3.9,36,4,2023.04.22.,가성비최고 ,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
호호",8,4.5,0,5,2023.01.08.,,,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안","
혜연",6,4.7,1,5,2022.06.12.,"??????????
맛있고   친절 진심인  집 ",,https://place.map.kakao.com/16437439#review
우리소참한우정육식당 인하본점,"육류,고기",4.4,"30
개","17
개",영업 중,영업 중22:00 까지월(11/3)10:30 ~ 22:00화(11/4)10:30 ~ 22:00수(11/5)10:30 ~ 22:00목(11/6)10:30 ~ 22:00금(11/7)10:30 ~ 22:00토(11/8)10:30 ~ 22:00일(11/9)10:30 ~ 22:00수정제안,인천 미추홀구 인하로 인하대점105번길 39 (우)22207,용현동 179-24,,328753666,"웹사이트를 알려주세요
수정제안",,,,,,,,,https://place.map.kakao.com/16437439#review
왕돈까스,"돈까스,우동",3.5,"23
개","23
개",영업 중,영업 중21:00 까지연중무휴월(11/3)10:00 ~ 21:0020:30 라스트오더화(11/4)10:00 ~ 21:0020:30 라스트오더수(11/5)10:00 ~ 21:0020:30 라스트오더목(11/6)10:00 ~ 21:0020:30 라스트오더금(11/7)10:00 ~ 21:0020:30 라스트오더토(11/8)10:00 ~ 21:0020:30 라스트오더일(11/9)10:00 ~ 21:0020:30 라스트오더수정제안,인천 미추홀구 인하로 인하대점91번길 6 2층 (우)22207,용현동 187-40,,,"웹사이트를 알려주세요
수정제안","
마타누이",63,4.6,1,1,2025.09.12.,,,https://place.map.kakao.com/20644270#review
왕돈까스,"돈까스,우동",3.5,"23
개","23
개",영업 중,영업 중21:00 까지연중무휴월(11/3)10:00 ~ 21:0020:30 라스트오더화(11/4)10:00 ~ 21:0020:30 라스트오더수(11/5)10:00 ~ 21:0020:30 라스트오더목(11/6)10:00 ~ 21:0020:30 라스트오더금(11/7)10:00 ~ 21:0020:30 라스트오더토(11/8)10:00 ~ 21:0020:30 라스트오더일(11/9)10:00 ~ 21:0020:30 라스트오더수정제안,인천 미추홀구 인하로 인하대점91번길 6 2층 (우)22207,용현동 187-40,,,"웹사이트를 알려주세요
수정제안","
토토로",5,3.2,0,3,2025.07.19.,돈가스별로 오히려  냉면이 그나마 먹을만 ,,https://place.map.kakao.com/20644270#review
왕돈까스,"돈까스,우동",3.5,"23
개","23
개",영업 중,영업 중21:00 까지연중무휴월(11/3)10:00 ~ 21:0020:30 라스트오더화(11/4)10:00 ~ 21:0020:30 라스트오더수(11/5)10:00 ~ 21:0020:30 라스트오더목(11/6)10:00 ~ 21:0020:30 라스트오더금(11/7)10:00 ~ 21:0020:30 라스트오더토(11/8)10:00 ~ 21:0020:30 라스트오더일(11/9)10:00 ~ 21:0020:30 라스트오더수정제안,인천 미추홀구 인하로 인하대점91번길 6 2층 (우)22207,용현동 187-40,,,"웹사이트를 알려주세요
수정제안","
류재형",181,3.2,7,3,2025.05.28.,돈까스 소스만 바꿔도 참 좋을텐데 ,,https://place.map.kakao.com/20644270#review
왕돈까스,"돈까스,우동",3.5,"23
개","23
개",영업 중,영업 중21:00 까지연중무휴월(11/3)10:00 ~ 21:0020:30 라스트오더화(11/4)10:00 ~ 21:0020:30 라스트오더수(11/5)10:00 ~ 21:0020:30 라스트오더목(11/6)10:00 ~ 21:0020:30 라스트오더금(11/7)10:00 ~ 21:0020:30 라스트오더토(11/8)10:00 ~ 21:0020:30 라스트오더일(11/9)10:00 ~ 21:0020:30 라스트오더수정제안,인천 미추홀구 인하로 인하대점91번길 6 2층 (우)22207,용현동 187-40,,,"웹사이트를 알려주세요
수정제안","
.",89,4.3,6,5,2025.01.30.,,,https://place.map.kakao.com/20644270#review
