가게이름,카테고리,전체평점,평점건수,리뷰수,리뷰작성자,리뷰작성일,작성자리뷰작성수,작성자평균평점,리뷰평점,리뷰내용,X3_Sentiment,X1_Organic_Count,X2_Ad_Count,X1_Organic_Ratio,X2_Ad_Ratio,X1_Organic_Flag,X2_Ad_Flag,X4_Specificity,X5_rating_mean,X6_review_num,X7_content_sim,X8_Is_Viral,label,is_StrongLabeled,validated_label,ad_prob,ad_pred
면식당 인하대점,일식,3.3,8,295,앤틱,2025-10-21,11.0,1.8,1.0,식자재마트에서 라멘 육수 페이스트 사서 쓰는 맛 ,0.5161188244819641,0,0,0.0,0.0,0,0,27,1.8,11.0,0.0,0,0.0,False,,0.0995208828249519,0
면식당 인하대점,일식,3.3,8,295,욜,2025-07-08,29.0,2.5,1.0,맛이 너무 없어요ㅠㅠ인스턴트 싼맛 ㅠㅠ ,0.6737069487571716,0,0,0.0,0.0,0,0,22,2.5,29.0,0.0178788693640808,0,0.0,False,,0.08589215269810828,0
면식당 인하대점,일식,3.3,8,295,리르리루,2025-05-21,4.0,5.0,5.0,맛있고 깨끗해요.  ,0.5030713081359863,0,0,0.0,0.0,0,0,11,5.0,4.0,0.0,0,-1.0,False,,0.1150814561221731,0
면식당 인하대점,일식,3.3,8,295,gastronomie,2025-05-19,98.0,3.8,2.0,"두번갔는데, 뭔가 요리가 다 부족한 맛입니다.. 학생들이 저렴한 가격에 먹을 음식? 평일 점심에 사람은 많네요.  ",0.3291953504085541,1,1,0.0666666666666666,0.0666666666666666,1,1,64,3.8,98.0,0.0149455926659381,0,0.0,False,,0.0834208619122245,0
면식당 인하대점,일식,3.3,8,295,Nikolai,2024-09-03,4.0,2.3,2.0,돈까스가 덜 익었어요. ,0.4576152861118316,0,0,0.0,0.0,0,0,13,2.3,4.0,0.0,0,0.0,False,,0.08371398325448631,0
면식당 인하대점,일식,3.3,8,295,흐엥,2024-03-23,2.0,5.0,5.0,기대 이상. 만족. 추천. ,0.5031008720397949,0,0,0.0,0.0,0,0,15,5.0,2.0,0.0,0,-1.0,False,,0.11845784762952216,0
면식당 인하대점,일식,3.3,8,295,솔,2024-03-22,2.0,5.0,5.0,가게도 너무 깨끗하고 친절하세요 ! 맛도 아주 맛있습니다 한번 간 뒤로 자주 가고 있어요 특히 돈까스 진짜 추천 기름도 깨끗한 거 쓰는 거 같은 느낌!! ,0.5071090459823608,1,1,0.04,0.04,1,1,86,5.0,2.0,0.0,0,-1.0,False,,0.09321453572263531,0
면식당 인하대점,일식,3.3,8,295,EB,2024-02-13,3.0,3.7,5.0,가성비 짱!! 진짜 호불호 없는 맛이에요. 너무 맛있었어요. 직원분들도 다들 친절하시고 가게 엄청 깨끗해요. 특히 인후 주변 식당치고 화장실이 깨끗해서 좋았어요. 다음에 또 가려고요~ 주차는 인하대후문 주변 공영주차장에 주차하고 갔습니다! ,0.5072228908538818,3,1,0.1,0.0333333333333333,1,1,134,3.7,3.0,0.0,0,-1.0,False,,0.08668161052613771,0
동아리닭갈비,닭요리,4.3,20,76,수댕이??,2025-07-07,88.0,4.0,5.0,여기는 진짜 가성비 맛집입니다??벌써 6년째 가는중인데 갈때 마다 양도 많이 주시고 너무 맛있어요?? 닭갈비 치즈사리 볶음밥까지 먹구 맥주도 마셨는데 3만원정도 나왔어요! 최고입니다! ,0.5037570595741272,0,0,0.0,0.0,0,0,103,4.0,88.0,0.0294117647058823,0,-1.0,False,,0.08345716929685901,0
동아리닭갈비,닭요리,4.3,20,76,류재형,2025-05-28,180.0,3.2,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
동아리닭갈비,닭요리,4.3,20,76,1티어는별5개,2025-03-03,14.0,3.3,5.0,1티어 ,0.5,0,0,0.0,0.0,0,0,4,3.3,14.0,0.0,0,-1.0,False,,0.08366406592123124,0
동아리닭갈비,닭요리,4.3,20,76,BlueHat,2025-02-02,110.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,110.0,0.7006666666666667,0,-1.0,False,,0.08562611528380835,0
동아리닭갈비,닭요리,4.3,20,76,오른팔,2024-10-23,1.0,5.0,5.0,너무 맛있고 친절해요!! ,0.5037123560905457,1,0,0.3333333333333333,0.0,1,0,14,5.0,1.0,0.0,0,-1.0,False,,0.22440647248331264,0
동아리닭갈비,닭요리,4.3,20,76,sik,2024-07-06,226.0,3.6,3.0,포장해서 먹었는데 그냥 가격대비 무난하다 ,0.6556002497673035,1,0,0.2,0.0,1,0,23,3.6,226.0,0.0,0,0.0,False,,0.08387506639610463,0
동아리닭갈비,닭요리,4.3,20,76,닥터장,2024-06-06,292.0,2.5,2.0,무난한 음식점 ,0.5,0,1,0.0,0.5,0,1,8,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08325820896746874,0
동아리닭갈비,닭요리,4.3,20,76,??,2024-04-13,50.0,3.9,5.0,맛있어요 ,0.5,0,0,0.0,0.0,0,0,5,4.9,19.0,0.0036956260768984,0,-1.0,False,,0.10005332429639731,0
동아리닭갈비,닭요리,4.3,20,76,쀼,2024-01-05,486.0,3.9,4.0,닭갈비랑 비빔막국수 ,0.6394320726394653,0,0,0.0,0.0,0,0,11,3.9,486.0,0.1,0,-1.0,False,,0.08248862599871717,0
동아리닭갈비,닭요리,4.3,20,76,Everyday,2023-12-10,1.0,5.0,5.0,인하대 후문에 위치한 닭갈비 맛집!!! ,0.5106489062309265,0,0,0.0,0.0,0,0,22,5.0,1.0,0.0,0,-1.0,False,,0.3351980238694173,1
동아리닭갈비,닭요리,4.3,20,76,신나래,2023-10-06,392.0,4.8,5.0,맛있어요!배달말고 직접 가서 드시는거 추천드려요ㅠㅠ배달이랑 양차이가 제법 나네요... ,0.6060929298400879,0,0,0.0,0.0,0,0,48,4.8,392.0,0.0184330296751363,0,-1.0,False,,0.08377909914011408,0
동아리닭갈비,닭요리,4.3,20,76,고은찬,2023-04-11,45.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,45.0,0.0325101214574898,0,-1.0,False,,0.0850459269322348,0
동아리닭갈비,닭요리,4.3,20,76,나라시,2023-03-18,110.0,3.3,5.0,"맛집,저렴,친절  최고 ",0.502060055732727,1,0,0.5,0.0,1,0,13,3.3,110.0,0.0,0,-1.0,False,,0.08368394984408009,0
동아리닭갈비,닭요리,4.3,20,76,Lovely,2022-12-19,26.0,4.2,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.5,502.0,0.0098324514991181,0,-1.0,False,,0.08337833721519669,0
동아리닭갈비,닭요리,4.3,20,76,어디로든,2022-11-13,51.0,4.7,5.0,맛도 인정 가격도 인정최고예요 ^^ ,0.502508819103241,0,0,0.0,0.0,0,0,20,4.7,51.0,0.0,0,-1.0,False,,0.090685358137596,0
동아리닭갈비,닭요리,4.3,20,76,ㄱㅎㄱ,2022-05-19,1123.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1123.0,1.0,0,-1.0,False,,0.0889350379059115,0
동아리닭갈비,닭요리,4.3,20,76,김상진,2022-05-17,55.0,4.4,5.0,일단 정말 맛있고 저렴합니다. 4명 이상 모이면 여기서 닭갈비+우동면+치즈+볶음밥 먹으면 완벽합니다 이렇게 먹어도 만원이 안넘어요 ,0.5936492085456848,0,0,0.0,0.0,0,0,73,4.4,55.0,0.0066022544283413,0,0.0,True,,0.0839912431901152,0
동아리닭갈비,닭요리,4.3,20,76,3점평범4점맛있5점최고,2022-02-03,518.0,3.8,3.0,치즈닭갈비 맛있어요 ,0.5070347785949707,0,0,0.0,0.0,0,0,11,3.8,518.0,0.0176349890776768,0,0.0,False,,0.08235905799546459,0
동아리닭갈비,닭요리,4.3,20,76,퉁그리,2022-01-23,391.0,3.9,3.0,치즈닭갈비 맛있 ,0.5,0,0,0.0,0.0,0,0,9,3.9,391.0,0.0197786732371712,0,0.0,False,,0.08228600131587574,0
동아리닭갈비,닭요리,4.3,20,76,유제연,2021-04-04,1.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1.0,0.0,0,-1.0,False,,0.11129155206070854,0
내가찜한닭 인하대점,닭요리,2.8,6,21,?마루,2024-12-22,59.0,4.1,2.0,오랜만에 방문한 내찜닭치즈를 좋아해서 두번 추가했는데 팜유로 만든 가짜치즈였어요너무나도 느... 더보기,0.5465826988220215,0,0,0.0,0.0,0,0,57,4.1,59.0,0.0,0,0.0,False,,0.08427749608682251,0
내가찜한닭 인하대점,닭요리,2.8,6,21,스님의왁스,2023-05-21,225.0,4.4,4.0,적당히 찜닭먹고싶을때 맛나게 먹을수 있는곳! ,0.5183318257331848,0,0,0.0,0.0,0,0,25,4.4,225.0,0.0,0,-1.0,False,,0.08665600467205548,0
내가찜한닭 인하대점,닭요리,2.8,6,21,야옹,2022-08-31,2.0,1.0,1.0,너무 불친절함 최악 ,0.2039602696895599,1,0,0.3333333333333333,0.0,1,0,11,1.0,2.0,0.0,0,0.0,False,,0.08970353679059338,0
내가찜한닭 인하대점,닭요리,2.8,6,21,느아,2022-08-30,73.0,2.7,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,2.7,73.0,1.0,0,0.0,False,,0.08352054604767695,0
내가찜한닭 인하대점,닭요리,2.8,6,21,하예성,2022-05-29,313.0,3.6,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.6,313.0,1.0,0,-1.0,False,,0.0829098939717547,0
내가찜한닭 인하대점,닭요리,2.8,6,21,jinnydevil,2020-12-22,13.0,4.8,5.0,인하대에서 데이트 할때 남편이랑 자주 간 내가찜한닭. 추억의 장소예요. 남편이 여기 찜닭만 좋아해서 다른지점도 가봤는데 만족도가 떨어지더라구요. 인하대 내가찜한닭 최고~ ,0.5596936345100403,0,0,0.0,0.0,0,0,95,4.8,13.0,0.0,0,-1.0,False,,0.08539203685305012,0
큰손 샤브샤브 인하대점,샤브샤브,3.7,7,133,류재형,2025-05-28,180.0,3.2,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
큰손 샤브샤브 인하대점,샤브샤브,3.7,7,133,BlueHat,2025-02-02,110.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,110.0,0.7006666666666667,0,-1.0,False,,0.08562611528380835,0
큰손 샤브샤브 인하대점,샤브샤브,3.7,7,133,진짜임,2024-09-01,20.0,3.4,4.0,맛있다 ,0.5,0,0,0.0,0.0,0,0,4,3.4,20.0,0.2666666666666666,0,-1.0,False,,0.08254398412733265,0
큰손 샤브샤브 인하대점,샤브샤브,3.7,7,133,Hung Nguyen,2024-01-12,2.0,5.0,5.0,샤브칼국수  ,0.5,0,0,0.0,0.0,0,0,7,5.0,2.0,0.0,0,-1.0,False,,0.11845784762952216,0
큰손 샤브샤브 인하대점,샤브샤브,3.7,7,133,으,2023-10-08,28.0,1.4,1.0,맛은 있다고할수있으나 손님 어느정도 차니 이제 메뉴못나간다며 손님받지말라고 알바생에게 호통치고 왜 빨리빨리 못치우냐고 알바생한테 함부로 말하는 사장땜... 더보기,0.7963769435882568,3,1,0.1666666666666666,0.0555555555555555,1,1,90,1.4,28.0,0.0333333333333333,0,0.0,True,,0.08389577247805406,0
큰손 샤브샤브 인하대점,샤브샤브,3.7,7,133,Cornelius,2022-08-06,249.0,3.5,4.0,샤브샤브 맛 괜찮고 종업원도 친절함. 가격도 나쁘지 않음. ,0.6016415357589722,1,0,0.125,0.0,1,0,33,3.5,249.0,0.0416666666666666,0,-1.0,False,,0.08382010615837983,0
큰손 샤브샤브 인하대점,샤브샤브,3.7,7,133,문석,2021-07-29,3.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,3.0,0.0,0,-1.0,False,,0.11388834130376775,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,심재원,2025-09-01,7.0,3.1,3.0,맛은 적당하고 친구들이랑 가기 괜찮았음. 가격 괜찮음. 근데 그거 감안해도 고기 양이 적은 편 ,0.8231046199798584,0,0,0.0,0.0,0,0,53,3.1,7.0,0.0681818181818181,0,0.0,False,,0.08907784133637651,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,거르는 리뷰,2024-11-12,92.0,4.9,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.9,92.0,0.5833333333333334,0,-1.0,False,,0.08624449326366576,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,닥터장,2024-06-06,292.0,2.5,3.0,가끔 가기 좋은 식당 ,0.5591362118721008,0,1,0.0,0.25,0,1,12,2.5,292.0,0.0284263335509872,0,0.0,False,,0.08325820896746874,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,★,2024-05-18,13.0,3.5,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.5,13.0,0.0,0,0.0,False,,0.08371292605641752,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,여행가이드 광섭,2023-12-15,115.0,4.1,5.0,떡볶이처럼 간간이 먹어줘야 맛있어용 ,0.531336784362793,0,0,0.0,0.0,0,0,20,4.1,115.0,0.1666666666666666,0,-1.0,False,,0.08712877923032775,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,호:단짠/불호:노맛,2023-10-31,13.0,4.7,5.0,종종 먹으면 맛있음 인하댜 학생들이 많은듯 ,0.786339521408081,0,0,0.0,0.0,0,0,24,4.7,13.0,0.0,0,-1.0,False,,0.14744783603636671,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,신나래,2023-08-01,392.0,4.8,5.0,항상 맛있어요!영업종료시간이 너무 빨라서ㅠㅠ그게 너무 아쉬워요! ,0.7962549924850464,0,0,0.0,0.0,0,0,36,4.8,392.0,0.0184330296751363,0,-1.0,False,,0.0842576992029609,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,울고있는무지,2022-10-12,48.0,3.2,1.0,다른지점에 비해 맛있는지도 모르겠고.. 직원분들이 너무 불친절하셔서 기분나빠지는 곳 + 머리카락나옴 ,0.2359158992767334,2,0,0.1818181818181818,0.0,1,0,56,3.2,48.0,0.0,0,0.0,False,,0.08366752405008716,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,.,2022-03-18,63.0,3.3,1.0,한 번 가고 안 감 ㅠ  ,0.4660364389419555,0,0,0.0,0.0,0,0,14,3.4,55.0,0.0202690769996144,0,0.0,False,,0.08262442255884592,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,mok,2021-12-05,32.0,4.7,3.0,맛은 평이한데 가격에 비해 양이 너무 적음.  ,0.4762039184570312,0,0,0.0,0.0,0,0,26,4.7,32.0,0.0059940059940059,0,0.0,False,,0.08832053855351986,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,ㅅㅇ,2021-05-28,313.0,3.6,2.0,"직원 친절함 / 매장청결 보통 / 맛 글쎄뭘 먹고 온 건지 모르겠는 곳콩나물 단가 저렴하니 많이 주지, 고기와 콩나물 찔끔 ",0.7376356720924377,2,0,0.1,0.0,1,0,69,3.6,313.0,0.0,0,0.0,True,0.0,0.0839334055079638,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,쿼카,2020-07-02,201.0,4.1,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.1,201.0,0.5357142857142857,0,-1.0,False,,0.08315730862295523,0
콩불 인하대점,"불고기,두루치기",3.3,13,34,내가누구게,2020-05-04,94.0,4.1,3.0,추억이다버스커 벚꽃엔... 더보기,0.5479602813720703,0,0,0.0,0.0,0,0,18,4.1,94.0,0.0,0,0.0,False,,0.08576543724203309,0
포케품은초밥 인하대점,일식,5.0,1,90,딸기,2025-03-15,4.0,4.0,5.0,가성비 맛 인증 ,0.5,0,0,0.0,0.0,0,0,9,4.0,4.0,0.0,0,-1.0,False,,0.09137884224618546,0
마약집,닭요리,4.3,10,14,고행봉강밥띠,2025-07-28,67.0,3.5,5.0,1인 8천원 말 안 됨또 먹고 싶당맛잇음...... ?? ,0.6445303559303284,0,0,0.0,0.0,0,0,32,3.5,67.0,0.0,0,-1.0,False,,0.08342218294237674,0
마약집,닭요리,4.3,10,14,류재형,2025-05-28,181.0,3.2,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
마약집,닭요리,4.3,10,14,거르는 리뷰,2024-11-12,92.0,4.9,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.9,92.0,0.5833333333333334,0,-1.0,False,,0.08624449326366576,0
마약집,닭요리,4.3,10,14,느낌 가는 대로,2024-01-04,71.0,4.8,5.0,주문하자마자 만드셔서 아무도 없을 때 가도 15분 정도는 걸립니다. 만석일 때는 오래 기다려야 해요. 조리하느라 바쁘셔서 자리 치우실 여유도 없는 것 같아요. 남자 사장님 혼자... 더보기,0.427581638097763,2,0,0.0769230769230769,0.0,1,0,105,4.8,71.0,0.0200483943111257,0,0.0,True,,0.08635591269244736,0
마약집,닭요리,4.3,10,14,배고팡,2023-05-23,7.0,3.1,5.0,인하대 후문 닭도리탕 1티어. 왜 이제 왔나 싶네요 후기 잘 안 쓰지만 여긴 추천할 만 합니다. 사장님이 조금 무뚝뚝하시지만 친절하십니다 ,0.7051190137863159,1,0,0.05,0.0,1,0,77,3.1,7.0,0.0,1,-1.0,False,,0.08469149962882308,0
마약집,닭요리,4.3,10,14,비비,2023-05-23,2.0,5.0,5.0,진짜 왜 사람들이 여기를 모르지..? 라는 의문이 들정도의 맛집ㅎㅎ닭도리탕이 달긴해서 단거좋아하신분이면 미쳐요 ,0.7034024596214294,0,0,0.0,0.0,0,0,62,5.0,2.0,0.0,1,-1.0,False,,0.09382841951034673,0
마약집,닭요리,4.3,10,14,??,2023-05-15,3.0,5.0,5.0,여기는 이미 중독되어서 집이 일산인데도 계속가요 얼마나 맛있는지 아시겠죠? 제가 진짜 맛있다고 소문난 닭볶음탕 집 다 가봤는데 여기만한 곳 절대 없어요!! ,0.3954075574874878,0,0,0.0,0.0,0,0,87,4.9,19.0,0.0036956260768984,0,0.0,True,0.0,0.08691130362421265,0
마약집,닭요리,4.3,10,14,max,2023-02-25,2.0,5.0,5.0,"인하대 후문 최고 맛집이에요~~ 곱도리탕&치즈볶음밥 조합은 눈물나게 맛있어요 ㅠㅠ 진짜 가게이름 그대로 마약!!!!!집입니다 저와 동기들은 이미 중독댔어요,,, 조!심!하!세!요! (너무 맛있으니깐....) ",0.5208175778388977,0,0,0.0,0.0,0,0,116,5.0,2.0,0.0,0,-1.0,False,,0.08836052265129471,0
마약집,닭요리,4.3,10,14,버터우유,2022-09-17,63.0,2.7,4.0,조아저씨떡볶이였나 상호명 바뀌기 전부터 생각나면 가끔 갔었는데 메뉴 다 맛있음.메인메뉴 가격대비 맛이 좋고 양 나쁘지 않음. 가성비 ... 더보기,0.5850542783737183,3,2,0.1578947368421052,0.1052631578947368,1,1,81,2.7,63.0,0.008635484159095,0,-1.0,False,,0.08352191012596658,0
마약집,닭요리,4.3,10,14,멍멍이,2022-05-22,3.0,3.7,1.0,이 닭도리탕은 너무 달아서 박새로이도 소주가 쓰다고 말하겠다 - 고든 램지 ,0.5680580139160156,0,0,0.0,0.0,0,0,42,3.7,3.0,0.0,0,0.0,False,,0.08554718457187716,0
천지인,"호프,요리주점",2.4,13,40,이재원,2025-09-29,8.0,4.5,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.5,8.0,0.0,0,-1.0,False,,0.10022479167431064,0
천지인,"호프,요리주점",2.4,13,40,Burulsun,2025-08-08,1.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1.0,0.0,0,-1.0,False,,0.11129155206070854,0
천지인,"호프,요리주점",2.4,13,40,정진우,2025-07-23,13.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,13.0,1.0,0,-1.0,False,,0.09109710684509024,0
천지인,"호프,요리주점",2.4,13,40,.,2025-03-15,55.0,3.4,1.0,딸기막걸리빙수?그거 얼음 많이 넣어서 너무 밍밍함 맛없음 ,0.1730487793684005,0,0,0.0,0.0,0,0,32,3.4,55.0,0.0202690769996144,0,0.0,False,,0.0851746478212927,0
천지인,"호프,요리주점",2.4,13,40,냑,2025-01-11,50.0,3.8,1.0,위생좀 그렇고 맛도 그냥그럼 ,0.2884939312934875,0,0,0.0,0.0,0,0,16,3.8,50.0,0.2142857142857142,0,0.0,False,,0.08239456557305448,0
천지인,"호프,요리주점",2.4,13,40,밀,2024-09-26,191.0,2.7,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,2.7,191.0,0.0,0,0.0,False,,0.08264367746451473,0
천지인,"호프,요리주점",2.4,13,40,진짜임,2024-09-01,20.0,3.4,2.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.4,20.0,0.2666666666666666,0,0.0,False,,0.08254398412733265,0
천지인,"호프,요리주점",2.4,13,40,고미독식한가,2024-04-09,26.0,4.0,1.0,막걸리 맛없음ㅠ ,0.5,0,0,0.0,0.0,0,0,9,4.0,26.0,0.0,0,0.0,False,,0.08438355958350469,0
천지인,"호프,요리주점",2.4,13,40,잉,2023-06-25,41.0,3.8,1.0,양이 많음 ,0.5,0,0,0.0,0.0,0,0,6,3.8,41.0,0.0,0,0.0,False,,0.08265870093405217,0
천지인,"호프,요리주점",2.4,13,40,가성비대학생,2022-03-06,98.0,3.6,2.0,맛있음. 더러움. ,0.5,0,0,0.0,0.0,0,0,10,3.6,98.0,0.0012254901960784,0,0.0,False,,0.08256167771017338,0
천지인,"호프,요리주점",2.4,13,40,퉁그리,2021-11-19,391.0,3.9,3.0,맛있는디 청결이 좀 별로같아요 ,0.8860368728637695,0,0,0.0,0.0,0,0,17,3.9,391.0,0.0197786732371712,0,0.0,False,,0.08228600131587574,0
천지인,"호프,요리주점",2.4,13,40,태관,2018-10-24,24.0,3.4,3.0,비오는날에 전이 생각나지만 전집이 없어서 여길 가야됨 ㅠ ,0.655627429485321,0,0,0.0,0.0,0,0,32,3.4,24.0,0.0,0,0.0,False,,0.08470102801196963,0
천지인,"호프,요리주점",2.4,13,40,연주_?O???E,2016-03-20,197.0,3.4,1.0,딸기막걸리 벌주로 썼음.. 임팩트가 강렬해서 다른건 기억이 안나요 ,0.3421879112720489,0,0,0.0,0.0,0,0,37,3.4,197.0,0.0,0,0.0,False,,0.08353352377829464,0
당가네대박삼겹 인하대점,삼겹살,5.0,1,0,규리,2021-03-27,21.0,4.3,5.0,인하대생 중에 당가네 안 가 본 사람은 있어도 한 번만 가 본 사람은 없다 위생은 그럭저럭 싸고 맛있음 파채랑 콩나물을 꼭 구우세요 ,0.6643779277801514,0,0,0.0,0.0,0,0,74,4.3,21.0,0.0,0,-1.0,False,,0.08530147708602712,0
야키토리 니센,일본식주점,4.3,4,57,류재형,2025-05-28,181.0,3.2,3.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
야키토리 니센,일본식주점,4.3,4,57,긁?,2024-12-14,91.0,2.3,5.0,맛은 우선이고 가성비도 좋고 분위도 좋습니다.남사장님은 정말 친절하십니다.여직원분도 바쁘신데 ... 더보기,0.566731333732605,3,0,0.2727272727272727,0.0,1,0,59,2.3,91.0,0.0,0,-1.0,False,,0.08715446778204078,0
야키토리 니센,일본식주점,4.3,4,57,가성비대학생,2024-09-08,98.0,3.6,5.0,꼬치 괜찮긴한데 싱거움. 시오 타레 못 고름나베 엄청 맛있음 ,0.651491641998291,0,0,0.0,0.0,0,0,34,3.6,98.0,0.0012254901960784,0,0.0,True,,0.08403430327763622,0
야키토리 니센,일본식주점,4.3,4,57,행복한 발바닥,2024-06-26,3.0,4.0,4.0,생맥주가 맛있었고 오마카세 꼬치도 맛있게 먹었습니다. 가볍게 술 한잔하기 좋은 곳입니다. 매장 크기는 작아 소인원이 좋겠어요. 사장님께서 종종 서비스를 주십니다. 근처에 있다면 자주 방문해 점점 호감이 올라갈 것 같은 곳이에요. ,0.593687891960144,0,1,0.0,0.0333333333333333,0,1,128,4.0,3.0,0.0,0,-1.0,False,,0.0870389815700557,0
매운애갈비찜 인하대점,갈비,4.3,7,20,류재형,2025-05-28,181.0,3.2,1.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
매운애갈비찜 인하대점,갈비,4.3,7,20,평가원,2024-08-24,487.0,4.2,5.0,진짜 완전 맛있다. 근데 간매맛도 매움. 맵찔이들은 간장맛 드세요.  ,0.7043400406837463,0,0,0.0,0.0,0,0,39,4.2,487.0,0.0123148148148148,0,-1.0,False,,0.08523834674926997,0
매운애갈비찜 인하대점,갈비,4.3,7,20,최희정,2023-11-18,6.0,3.7,5.0,맛있다 밥도독 ,0.5,0,0,0.0,0.0,0,0,8,3.7,6.0,0.0,0,-1.0,False,,0.08475268260067285,0
매운애갈비찜 인하대점,갈비,4.3,7,20,느낌 가는 대로,2023-04-28,71.0,4.8,5.0,간매맛도 매운 편이에요. 매운 거 못 드시면 간장맛 추천드려요. ,0.5106713175773621,0,0,0.0,0.0,0,0,36,4.8,71.0,0.0200483943111257,0,-1.0,False,,0.08732037910137032,0
매운애갈비찜 인하대점,갈비,4.3,7,20,마스터,2022-10-21,20.0,2.5,5.0,진짜 대존맛여기처럼 맛있게 맵기힘듦 ,0.5169421434402466,0,0,0.0,0.0,0,0,20,2.5,20.0,0.0,0,-1.0,False,,0.08978428872685171,0
매운애갈비찜 인하대점,갈비,4.3,7,20,하예성,2019-05-10,313.0,3.6,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.6,313.0,1.0,0,-1.0,False,,0.0829098939717547,0
매운애갈비찜 인하대점,갈비,4.3,7,20,언더핸드 스로,2019-05-08,215.0,4.4,5.0,맵다. 맛있다. 조금 불친절 하기는 하다. ,0.8318647146224976,1,0,0.1666666666666666,0.0,1,0,24,4.4,215.0,0.0333333333333333,0,-1.0,False,,0.09148860494313238,0
고수찜닭 본점,닭요리,3.7,31,79,마타누이,2025-09-15,63.0,4.6,4.0,찜닭 양이 진짜 푸짐한 곳이에요. 찜닭도 기본에 충실한 맛입니다. 추천드려요. ,0.5026659369468689,0,0,0.0,0.0,0,0,44,4.6,63.0,0.0616162488298779,0,-1.0,False,,0.08466192926141672,0
고수찜닭 본점,닭요리,3.7,31,79,류재형,2025-05-28,181.0,3.2,2.0,당면 줄이고 닭을 늘렸으면 ,0.7400625944137573,0,0,0.0,0.0,0,0,15,3.2,180.0,0.7990779375177871,0,0.0,False,,0.08260960123303544,0
고수찜닭 본점,닭요리,3.7,31,79,??주원????????,2025-03-01,258.0,4.6,5.0,예전에는 가끔 갔었는데 진짜 오랫만에 방문한 고수찜닭~~몇십년만에 친구 만나서 방문하여 먹었는데 오랫만에 먹으니 더 맛있었습니다~~^^ 그리고  인하대 먹자거리 역시 학생들이 많아서 에너지가 넘치는 곳 신나넹~~~ ,0.507613480091095,0,0,0.0,0.0,0,0,120,4.6,258.0,0.0,0,-1.0,False,,0.08384320058127846,0
고수찜닭 본점,닭요리,3.7,31,79,하하하,2025-02-20,8.0,4.5,5.0,가게도 깨끗하고 맛도 있어요 ,0.5029506087303162,0,0,0.0,0.0,0,0,16,4.5,8.0,0.0,0,-1.0,False,,0.10022479167431064,0
고수찜닭 본점,닭요리,3.7,31,79,BSR,2025-02-06,1004.0,3.7,3.0,젊은이들의 입맛엔 맞을 듯. 음식들이 단 맛이 부담스러운 건 나의 나이 때문인가 ... 더보기,0.8500179052352905,0,2,0.0,0.1428571428571428,0,1,52,3.7,1004.0,0.0769230769230769,0,0.0,False,,0.091021039085461,0
